StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,D-ID,D-age,D-gender,D-education,D-ethnicity,D-race,C-type,C-comfort-general,C-comfort-work,Combined-pers_1,Combined-pers_2,Combined-pers_3,Combined-pers_4,Combined-pers_5,Combined-pers_6,Combined-pers_7,Combined-pers_8,Combined-pers_9,Combined-pers_10,Combined-pers_11,Combined-pers_12,Combined-pers_13,Combined-pers_14,Combined-pers_15,Combined-pers_16,Combined-pers_17,Combined-pers_18,Combined-pers_19,Combined-pers_20,Combined-pers_21,Combined-pers_22,Combined-pers_23,Combined-pers_24,Combined-pers_25,Combined-pers_26,Combined-pers_27,PF-0a,PF-0d_First Click,PF-0d_Last Click,PF-0d_Page Submit,PF-0d_Click Count,PF1-Score,PF-1,PF2-Score,PF-2,PF3-Score,PF-3,PF4-Score,PF-4,PF5-Score,PF-5,PF6-Score,PF-6,PF7-Score,PF-7,PF8-Score,PF-8,PF9-Score,PF-9,PF10-Score,PF-10,PF11-Score,PF-11,PF12-Score,PF-12,PF13-Score,PF-13,PF14-Score,PF-14,PF15-Score,PF-15,PF16-Score,PF-16,PF17-Score,PF-17,PF18-Score,PF-18,PF19-Score,PF-19,PF20-Score,PF-20,PF-Total-Correct,PF-Total-Incorrect,PF-Not-Answered,PF-Composite,Big-5_1,Big-5_2,Big-5_3,Big-5_4,Big-5_5,Big-5_6,Big-5_7,Big-5_8,Big-5_9,Big-5_10,Big-5_11,Big-5_12,Big-5_13,Big-5_14,Big-5_15,Big-5_16,Big-5_17,Big-5_18,Big-5_19,Big-5_20,Big-5_21,Big-5_22,Big-5_23,Big-5_24,Big-5_25,Big-5_26,Big-5_27,Big-5_28,Big-5_29,Big-5_30,Big-5_31,Big-5_32,Big-5_33,Big-5_34,Big-5_35,Big-5_36,Big-5_37,Big-5_38,Big-5_39,Big-5_40,Big-5_41,Big-5_42,Big-5_43,Big-5_44,Big-5_45,Big-5_46,Big-5_47,Big-5_48,Big-5_49,Big-5_50,Big-5_51,Big-5_52,Big-5_53,Big-5_54,Big-5_55,Big-5_56,Big-5_57,Big-5_58,Big-5_59,Big-5_60,Extraversion,Agreeableness,Conscientiousness,Negative Emotionality,Open-Mindedness,LOC_1,LOC_2,LOC_3,LOC_4,LOC_5,LOC_6,LOC_7,LOC_8,LOC_9,LOC_10,LOC_11,LOC_12,LOC_13,LOC_14,LOC_15,LOC_16,LOC_17,LOC_18,LOC_19,LOC_20,LOC_21,LOC_22,LOC_23,LOC_24,LOC_25,LOC_26,LOC_27,LOC_28,LOC_29,LOC_30,LOC_31,LOC_32,LOC_33,LOC_34,LOC_35,LOC_36,LOC_37,LOC_38,LOC_39,LOC_40,LOC_Numeric_Score,LOC_Category
6/19/19 6:44,6/19/19 7:35,100,3037,TRUE,6/19/19 7:35,R_3kvUHW0gAtMbuWe,EN,,45 - 54,Male,"Bachelors degree (e.g. BA, BS)",Yes,Other,Laptop,Somewhat  comfortable,Somewhat  comfortable,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,C,41.645,151.508,180.115,7,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,5,0,14,5,4,4,2,3,1,4,5,1,5,5,4,2,4,1,5,2,3,5,3,4,4,5,2,4,4,1,1,5,4,4,1,5,5,2,5,3,1,5,1,4,5,3,5,4,1,5,1,1,4,1,3,5,5,1,5,4,4,1,1,5,44,45,53,21,48,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,Intermediate
6/19/19 6:51,6/19/19 7:39,100,2910,TRUE,6/19/19 7:39,R_2X1Bf8GdMDD4OTc,EN,,25 - 34,Male,"Bachelors degree (e.g. BA, BS)",No,White,"Laptop,Desktop,Smartphone",Extremely  comfortable,Extremely  comfortable,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,C,26.7,179.914,180.117,12,Correct,A,Correct,D,Correct,B,Incorrect,E,Correct,B,Correct,E,Correct,A,Correct,C,Incorrect,B,Correct,E,Correct,C,Correct,B,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,9,2,8,8.5,2,5,4,5,4,3,5,4,4,5,2,4,5,4,2,4,2,2,4,4,4,1,4,4,1,2,5,2,4,4,5,4,2,3,4,4,2,4,3,4,2,4,5,4,2,4,2,4,2,1,3,5,2,3,1,2,5,2,2,2,31,50,36,32,44,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Internal
6/19/19 7:19,6/19/19 7:42,100,1409,TRUE,6/19/19 7:42,R_2b3N4FFGUP3zNJf,EN,,45 - 54,Male,"Masters degree (e.g. MA, MS, MEd)",No,White,Laptop,Extremely  comfortable,Extremely  comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,C,29.695,150.094,180.012,6,Correct,A,Correct,D,Correct,B,Incorrect,C,Correct,B,Incorrect,C,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,3,2,14,2.5,4,4,1,4,3,3,5,2,4,4,2,3,5,2,4,3,4,5,4,4,4,2,1,5,2,2,4,1,4,2,2,4,5,2,4,2,3,5,2,4,4,2,5,4,2,4,2,2,4,2,4,5,5,2,2,4,4,2,2,4,41,46,57,25,47,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,9,Intermediate
6/20/19 6:29,6/20/19 7:56,100,5231,TRUE,6/20/19 7:56,R_WkxPnzM1gCGH8Ot,EN,VASTBNJ,45 - 54,Male,"Bachelors degree (e.g. BA, BS)",Yes,Other,Laptop,Somewhat  comfortable,Somewhat  comfortable,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,C,13.826,178.401,180.015,9,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Incorrect,E,Correct,C,Incorrect,B,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,6,2,11,5.5,5,4,1,2,1,5,5,1,5,5,4,2,4,1,5,5,3,5,4,5,2,4,3,4,4,2,3,1,4,1,4,5,4,2,5,3,4,5,2,5,5,4,5,4,1,5,3,1,3,3,3,5,5,1,1,4,4,1,1,5,40,42,56,25,55,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,12,Intermediate
7/17/19 6:35,7/17/19 6:58,100,1421,TRUE,7/17/19 6:59,R_STsZUZrSUq5FBRL,EN,VASTUBX,25 - 34,Male,"Some college, no degree",No,White,"Laptop,Desktop,Smartphone",Extremely  comfortable,Somewhat  comfortable,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,C,24.849,169.032,180.013,8,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Correct,A,Correct,C,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,7,0,12,7,2,3,4,4,2,3,4,5,3,5,2,3,3,2,4,4,2,3,4,4,2,2,2,4,1,2,2,4,4,2,5,4,2,4,5,4,4,3,2,3,3,4,3,4,1,2,3,2,4,3,3,4,3,2,2,3,2,4,2,3,29,37,32,29,49,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Intermediate
7/17/19 6:35,7/17/19 6:59,100,1422,TRUE,7/17/19 6:59,R_116ZIJ5oVj7722D,EN,VASTVD5,25 - 34,Male,"Associate degree (e.g. AA, AS)",No,White,"Laptop,Desktop,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,C,11.014,155.536,180.013,8,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,5,0,14,5,3,3,4,4,4,4,4,3,3,4,2,3,4,2,4,4,2,4,4,2,3,2,4,3,2,2,4,3,4,3,4,2,3,3,3,2,3,4,2,4,3,4,4,4,2,2,3,3,2,4,3,4,3,2,3,2,3,4,2,4,34,39,37,31,39,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,Internal
7/17/19 6:35,7/17/19 7:01,100,1563,TRUE,7/17/19 7:01,R_1jBUFSkLVYPhuZp,EN,VASTXYZ,25 - 34,Female,"Bachelors degree (e.g. BA, BS)",No,White,"Laptop,Desktop,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,C,12.716,176.499,180.014,13,Correct,A,Incorrect,C,Correct,B,Correct,D,Correct,B,Correct,E,Correct,A,Correct,C,Correct,E,Correct,E,Correct,C,Correct,B,Correct,A,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,11,0,7,11,2,4,4,1,5,2,4,5,3,4,2,4,2,4,1,4,3,2,5,1,3,2,5,1,2,3,5,4,2,4,5,3,1,5,2,3,2,4,4,3,1,4,2,3,4,2,4,4,2,5,3,4,4,4,5,3,3,4,4,2,27,40,25,50,24,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,17,External
7/17/19 6:36,7/17/19 7:01,100,1492,TRUE,7/17/19 7:01,R_1KxysZFvRz4Mw1L,EN,VASTWI0,25 - 34,Male,"Associate degree (e.g. AA, AS)",No,White,"Laptop,Desktop,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,C,26.368,129.743,180.012,8,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Correct,A,Correct,C,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,7,0,12,7,4,4,4,2,1,4,4,5,2,5,2,5,4,4,3,4,2,3,4,5,4,4,5,3,2,3,5,4,2,4,4,4,2,5,5,2,4,2,5,3,2,4,4,4,2,4,5,4,4,5,4,5,3,4,2,3,2,5,4,2,36,36,27,45,43,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,14,Intermediate
7/17/19 6:36,7/17/19 7:02,100,1545,TRUE,7/17/19 7:02,R_1OJp8xpT2s7cyhO,EN,VASTF0B,18 - 24,Male,High school degree or equivalent (e.g. GED),No,White,"Laptop,Smartphone",Extremely  comfortable,Somewhat  comfortable,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,C,14.594,171.773,180.012,10,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Correct,A,Correct,C,Incorrect,D,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,7,1,11,6.75,4,4,1,5,4,2,5,2,5,5,1,4,5,1,5,2,1,4,4,4,2,1,2,4,2,1,4,2,5,1,2,4,4,2,4,2,2,4,1,5,4,3,4,5,2,4,4,1,4,5,3,5,5,1,3,5,4,2,1,4,42,47,52,18,46,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,Intermediate
7/17/19 6:01,7/17/19 7:02,100,3696,TRUE,7/17/19 7:02,R_3IbMUTBiSxcrRyp,EN,VASTWC0,18 - 24,Female,High school degree or equivalent (e.g. GED),No,"White,Black or African American,American Indian or Alaska Native","Laptop,Desktop,Smartphone",Extremely  comfortable,Extremely  comfortable,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,C,12.594,143.449,180.012,8,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Correct,A,Correct,C,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,7,0,12,7,5,4,2,5,5,5,5,4,4,5,1,3,5,3,4,2,1,5,2,5,5,2,2,4,1,2,3,4,4,1,1,5,4,2,5,1,4,5,2,5,4,4,5,4,1,4,2,1,4,1,1,5,5,4,1,4,2,4,2,4,51,44,48,26,54,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Internal
7/17/19 6:37,7/17/19 7:02,100,1526,TRUE,7/17/19 7:02,R_1rGsFkrLw7MTMd6,EN,VASTV8P,35 - 44,Male,"Masters degree (e.g. MA, MS, MEd)",No,White,"Laptop,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,C,16.982,179.92,180.01,13,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Correct,A,Correct,C,Incorrect,D,Correct,E,Correct,C,Correct,B,Correct,A,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,11,1,7,10.75,4,2,2,5,3,4,4,2,4,4,4,2,4,1,4,3,3,4,2,3,4,3,2,5,1,2,2,1,5,2,4,3,4,1,4,2,4,5,1,4,3,2,5,4,2,3,2,2,5,4,2,3,4,1,3,3,2,1,1,4,37,36,52,15,44,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,Internal
7/17/19 6:00,7/17/19 7:03,100,3764,TRUE,7/17/19 7:03,R_6tACBD41LbfmoAF,EN,VAST3FF,25 - 34,Male,"Bachelors degree (e.g. BA, BS)",No,Black or African American,"Laptop,Desktop,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,B,22.041,170.905,180.122,19,Correct,A,Incorrect,B,Incorrect,A,Correct,D,Incorrect,E,Incorrect,D,Incorrect,C,Incorrect,D,Incorrect,A,Incorrect,B,Correct,C,Incorrect,E,Incorrect,C,Incorrect,C,Incorrect,D,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,2,11,5,-0.75,4,5,4,4,2,2,5,4,5,5,4,3,4,4,2,5,4,5,4,2,3,1,2,5,2,5,5,5,4,5,4,,4,4,4,2,4,4,3,3,4,5,5,5,3,5,2,1,4,2,2,5,5,5,5,2,4,2,4,4,33,41,45,33,37,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,18,External
7/17/19 6:35,7/17/19 7:05,100,1765,TRUE,7/17/19 7:05,R_23dwb3I032eE2oC,EN,VASTBW9,25 - 34,Female,"Bachelors degree (e.g. BA, BS)",No,Asian,"Laptop,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,C,19.117,146.829,180.014,9,Correct,A,Correct,D,Incorrect,C,Correct,D,Correct,B,Correct,E,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,4,1,14,3.75,5,5,1,3,4,4,5,1,4,4,2,2,5,1,3,2,5,5,5,3,5,4,3,5,3,1,4,1,4,3,2,5,,4,3,3,4,5,1,5,5,2,5,3,2,3,4,2,2,3,2,5,5,1,3,4,4,2,2,3,46,43,51,29,39,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Intermediate
7/17/19 6:35,7/17/19 7:05,100,1761,TRUE,7/17/19 7:05,R_3oGXaqp8X4Mw6nb,EN,VASTOIC,25 - 34,Male,"Masters degree (e.g. MA, MS, MEd)",No,White,"Laptop,Desktop,Tablet,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,C,41.66,170.82,180.014,10,Correct,A,Correct,D,Correct,B,Correct,D,Correct,B,Correct,E,Correct,A,Correct,C,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,7,0,12,7,2,4,4,5,2,2,5,4,4,5,2,4,5,1,5,5,2,4,4,2,2,4,4,4,1,4,4,4,5,1,5,5,4,4,4,1,4,5,2,5,1,5,5,5,1,1,4,2,2,4,4,5,5,2,1,1,4,1,1,5,23,40,45,25,52,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,9,Intermediate
7/17/19 6:35,7/17/19 7:06,100,1815,TRUE,7/17/19 7:06,R_2P1oztMC8Fge0io,EN,VASTWK2,18 - 24,Male,"Some college, no degree",Yes,White,"Desktop,Smartphone",Somewhat  comfortable,Somewhat  comfortable,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,C,44.039,172.452,180.014,4,Correct,A,Correct,D,Not Answered,,Correct,D,Correct,B,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,Not Answered,,3,0,16,3,3,2,2,5,1,3,5,4,3,4,2,3,4,1,4,5,2,4,1,1,2,2,1,4,2,1,4,2,5,2,5,4,3,2,1,2,2,4,1,4,5,4,4,5,2,1,3,1,4,5,4,5,4,1,3,3,4,2,1,3,33,44,47,17,38,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11,Intermediate
7/17/19 6:36,7/17/19 7:08,100,1890,TRUE,7/17/19 7:08,R_3QDIewdi5k4jS4M,EN,VASTA6W,25 - 34,Male,"Masters degree (e.g. MA, MS, MEd)",No,White,"Laptop,Tablet,Smartphone",Extremely  comfortable,Extremely  comfortable,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,C,36.557,179.886,180.011,23,Correct,A,Incorrect,C,Incorrect,E,Correct,D,Correct,B,Incorrect,D,Correct,A,Correct,C,Incorrect,B,Correct,E,Correct,C,Correct,B,Incorrect,D,Incorrect,D,Correct,B,Correct,A,Incorrect,C,Incorrect,B,Incorrect,A,Correct,C,10,8,0,8,2,4,2,4,2,3,5,2,4,5,1,1,4,1,4,4,5,4,2,4,3,1,2,4,2,2,5,2,4,2,4,4,4,2,4,2,2,4,1,4,3,3,4,5,1,2,2,1,2,1,2,4,4,1,1,3,4,2,1,4,35,48,49,21,52,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Internal
